,name,sample,county,species,filename,pair,SB,SequenceName,ClusterNumber,clade
0,ERR125617,ERR125617,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125617_2.fastq.gz,1,SB0140,ERR125617,7,NI-1
1,ERR125622,ERR125622,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125622_1.fastq.gz,1,SB0140,ERR125622,7,NI-1
2,ERR125598,ERR125598,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125598_2.fastq.gz,1,SB0140,ERR125598,7,NI-1
3,ERR125612,ERR125612,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125612_1.fastq.gz,1,SB0140,ERR125612,7,NI-1
4,ERR125603,ERR125603,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125603_1.fastq.gz,1,SB0140,ERR125603,7,NI-1
5,ERR125611,ERR125611,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125611_2.fastq.gz,1,SB0140,ERR125611,7,NI-1
6,ERR125600,ERR125600,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125600_1.fastq.gz,1,SB0140,ERR125600,7,NI-1
7,ERR125626,ERR125626,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125626_2.fastq.gz,1,SB0140,ERR125626,7,NI-1
8,ERR125625,ERR125625,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125625_2.fastq.gz,1,SB0140,ERR125625,7,NI-1
9,ERR125616,ERR125616,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125616_2.fastq.gz,1,SB0140,ERR125616,7,NI-1
10,ERR125614,ERR125614,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125614_1.fastq.gz,1,SB0140,ERR125614,7,NI-1
11,ERR125610,ERR125610,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125610_1.fastq.gz,1,SB0140,ERR125610,7,NI-1
12,ERR125606,ERR125606,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125606_1.fastq.gz,1,SB0140,ERR125606,7,NI-1
13,ERR125602,ERR125602,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125602_2.fastq.gz,1,SB0140,ERR125602,7,NI-1
14,ERR125618,ERR125618,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125618_1.fastq.gz,1,SB0140,ERR125618,7,NI-1
15,ERR125599,ERR125599,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125599_2.fastq.gz,1,SB0140,ERR125599,7,NI-1
16,ERR125601,ERR125601,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125601_1.fastq.gz,1,SB0140,ERR125601,7,NI-1
17,ERR125623,ERR125623,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125623_2.fastq.gz,1,SB0140,ERR125623,7,NI-1
18,ERR125605,ERR125605,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125605_2.fastq.gz,1,SB0140,ERR125605,7,NI-1
19,ERR125615,ERR125615,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125615_2.fastq.gz,1,SB0140,ERR125615,7,NI-1
20,ERR125613,ERR125613,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125613_2.fastq.gz,1,SB0140,ERR125613,7,NI-1
21,ERR125621,ERR125621,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125621_2.fastq.gz,1,SB0140,ERR125621,7,NI-1
22,ERR125620,ERR125620,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125620_1.fastq.gz,1,SB0140,ERR125620,7,NI-1
23,ERR125604,ERR125604,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125604_2.fastq.gz,1,SB0140,ERR125604,7,NI-1
24,ERR125628,ERR125628,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125628_2.fastq.gz,1,SB0140,ERR125628,7,NI-1
25,ERR125608,ERR125608,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125608_1.fastq.gz,1,SB0140,ERR125608,7,NI-1
26,ERR125619,ERR125619,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125619_2.fastq.gz,1,SB0140,ERR125619,7,NI-1
27,ERR125627,ERR125627,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125627_1.fastq.gz,1,SB0140,ERR125627,7,NI-1
28,ERR125624,ERR125624,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125624_2.fastq.gz,1,SB0140,ERR125624,7,NI-1
29,ERR125609,ERR125609,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125609_2.fastq.gz,1,SB0140,ERR125609,7,NI-1
30,ERR125607,ERR125607,NI,Cow,/storage/btbgenie/mbovis_ireland/NI/ERR125607_1.fastq.gz,1,SB0140,ERR125607,7,NI-1
31,1034,1034,Wicklow,Dog,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/1034_S91_L001-4_R1_001.fastq.gz,1,SB0054,1034,5,Wicklow-1
32,1143,1143,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1143_S21_L001-4_R1_001.fastq.gz,1,SB0142,1143,6,Monaghan-3
33,1147,1147,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1147_S91_L001-4_R2_001.fastq.gz,1,SB0142,1147,6,Monaghan-3
34,1212,1212,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1212_S58_L001-4_R1_001.fastq.gz,1,SB0140,1212,1,
35,13-11594,13-11594,Wicklow,Deer,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/13-11594_S85_L001-4_R1_001.fastq.gz,1,SB0054,13-11594,5,Wicklow-1
36,14-MBovis,14-MBovis,Wicklow,Deer,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_09-07-18/14-MBovis_S21_L001-4_R1_001.fastq.gz,1,SB0054,14-MBovis,5,Wicklow-1
37,1414,1414,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1414_S12_L001-4_R2_001.fastq.gz,1,SB0142,1414,6,Monaghan-3
38,1418,1418,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1418_S35_L001-4_R1_001.fastq.gz,1,SB0140,1418,4,Monaghan-1
39,1429,1429,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1429_S69_L001-4_R2_001.fastq.gz,1,SB0142,1429,6,Monaghan-3
40,1468,1468,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1468_S55_L001-4_R2_001.fastq.gz,1,SB0140,1468,4,Monaghan-1
41,1477,1477,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1477_S81_L001-4_R2_001.fastq.gz,1,SB0142,1477,6,Monaghan-3
42,15-11643,15-11643,Wicklow,Deer,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/15-11643_S67_L001-4_R2_001.fastq.gz,1,SB0054,15-11643,5,Wicklow-1
43,1579,1579,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1579_S5_L001-4_R1_001.fastq.gz,1,,1579,6,Monaghan-3
44,1585,1585,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1585_S6_L001-4_R1_001.fastq.gz,1,SB0142,1585,6,Monaghan-3
45,1689,1689,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_24-09-19/1689_S72_L001-4_R1_001.fastq.gz,1,SB0975,1689,4,Monaghan-1
46,17-11662,17-11662,Wicklow,Deer,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/17-11662_S11_L001-4_R2_001.fastq.gz,1,SB0054,17-11662,5,Wicklow-1
47,17-MBovis,17-MBovis,Wicklow,Deer,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_07-01-18/17-MBovis_S21_L001-4_R1_001.fastq.gz,1,SB0054,17-MBovis,5,Wicklow-1
48,1768,1768,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1768_S24_L001-4_R2_001.fastq.gz,1,SB0140,1768,3,Monaghan-2
49,1771,1771,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1771_S72_L001-4_R1_001.fastq.gz,1,SB0140,1771,3,Monaghan-2
50,182-MBovis,182-MBovis,SomewhereInNorthernIreland,,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_09-07-18/182-MBovis_S4_L001-4_R1_001.fastq.gz,1,SB0263,182-MBovis,-1,Unknown
51,1829,1829,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/1829_S70_L001-4_R1_001.fastq.gz,1,SB0140,1829,3,Monaghan-2
52,183,183,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_29-07-19/183_S31_L001-4_R2_001.fastq.gz,1,SB0140,183,3,Monaghan-2
53,19-11957,19-11957,Wicklow,Deer,/storage/btbgenie/mbovis_ireland/Wicklow/Fastqs_15-03-19/19-11957_S38_L001-4_R1_001.fastq.gz,1,SB0054,19-11957,5,Wicklow-1
54,19-1230,19-1230,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1230_S81_L001-4_R2_001.fastq.gz,1,SB0142,19-1230,6,Monaghan-3
55,19-1426,19-1426,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1426_S56_L001-4_R1_001.fastq.gz,1,SB0142,19-1426,6,Monaghan-3
56,19-1428,19-1428,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1428_S57_L001-4_R1_001.fastq.gz,1,SB0980,19-1428,4,Monaghan-1
57,19-1465,19-1465,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1465_S94_L001-4_R1_001.fastq.gz,1,SB0142,19-1465,6,Monaghan-3
58,19-1469,19-1469,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1469_S35_L001-4_R1_001.fastq.gz,1,SB0140,19-1469,3,Monaghan-2
59,19-1601,19-1601,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1601_S28_L001-4_R1_001.fastq.gz,1,SB0142,19-1601,6,Monaghan-3
60,19-1603,19-1603,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1603_S85_L001-4_R2_001.fastq.gz,1,SB0140,19-1603,3,Monaghan-2
61,19-1629,19-1629,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1629_S19_L001-4_R1_001.fastq.gz,1,SB0140,19-1629,3,Monaghan-2
62,19-1690,19-1690,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1690_S63_L001-4_R1_001.fastq.gz,1,SB0142,19-1690,6,Monaghan-3
63,19-1942,19-1942,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1942_S86_L001-4_R2_001.fastq.gz,1,SB0142,19-1942,6,Monaghan-3
64,19-1958,19-1958,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-1958_S33_L001-4_R1_001.fastq.gz,1,SB0142,19-1958,6,Monaghan-3
65,19-2376,19-2376,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2376_S12_L001-4_R2_001.fastq.gz,1,SB0140,19-2376,4,Monaghan-1
66,19-2438,19-2438,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2438_S42_L001-4_R2_001.fastq.gz,1,SB0145,19-2438,-1,Unknown
67,19-2586,19-2586,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2586_S24_L001-4_R1_001.fastq.gz,1,SB0140,19-2586,3,Monaghan-2
68,19-2597,19-2597,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2597_S5_L001-4_R1_001.fastq.gz,1,SB0140,19-2597,3,Monaghan-2
69,19-2600,19-2600,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2600_S61_L001-4_R2_001.fastq.gz,1,SB0142,19-2600,6,Monaghan-3
70,19-2613,19-2613,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2613_S91_L001-4_R1_001.fastq.gz,1,SB0140,19-2613,4,Monaghan-1
71,19-2730,19-2730,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2730_S26_L001-4_R2_001.fastq.gz,1,SB0142,19-2730,6,Monaghan-3
72,19-2786,19-2786,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2786_S55_L001-4_R2_001.fastq.gz,1,SB0142,19-2786,6,Monaghan-3
73,19-2919,19-2919,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-2919_S25_L001-4_R2_001.fastq.gz,1,SB0140,19-2919,3,Monaghan-2
74,19-3366,19-3366,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3366_S92_L001-4_R1_001.fastq.gz,1,SB0140,19-3366,4,Monaghan-1
75,19-3370,19-3370,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3370_S54_L001-4_R2_001.fastq.gz,1,SB0980,19-3370,4,Monaghan-1
76,19-3752,19-3752,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3752_S41_L001-4_R2_001.fastq.gz,1,SB0142,19-3752,6,Monaghan-3
77,19-3761,19-3761,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3761_S78_L001-4_R2_001.fastq.gz,1,SB0140,19-3761,4,Monaghan-1
78,19-3989,19-3989,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3989_S39_L001-4_R1_001.fastq.gz,1,SB0142,19-3989,6,Monaghan-3
79,19-3990,19-3990,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-3990_S23_L001-4_R1_001.fastq.gz,1,SB0142,19-3990,6,Monaghan-3
80,19-4022,19-4022,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4022_S15_L001-4_R1_001.fastq.gz,1,SB0140,19-4022,-1,Unknown
81,19-4161,19-4161,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4161_S1_L001-4_R1_001.fastq.gz,1,SB0142,19-4161,6,Monaghan-3
82,19-4165,19-4165,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4165_S20_L001-4_R2_001.fastq.gz,1,SB0142,19-4165,6,Monaghan-3
83,19-4167,19-4167,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4167_S3_L001-4_R2_001.fastq.gz,1,SB0140,19-4167,3,Monaghan-2
84,19-4168,19-4168,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4168_S66_L001-4_R2_001.fastq.gz,1,SB0140,19-4168,3,Monaghan-2
85,19-4235,19-4235,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4235_S10_L001-4_R1_001.fastq.gz,1,SB0142,19-4235,6,Monaghan-3
86,19-4240,19-4240,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4240_S80_L001-4_R1_001.fastq.gz,1,SB0142,19-4240,6,Monaghan-3
87,19-4281,19-4281,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4281_S77_L001-4_R2_001.fastq.gz,1,SB0146,19-4281,-1,Unknown
88,19-4803,19-4803,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4803_S31_L001-4_R1_001.fastq.gz,1,SB0980,19-4803,4,Monaghan-1
89,19-4872,19-4872,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4872_S83_L001-4_R2_001.fastq.gz,1,SB0142,19-4872,6,Monaghan-3
90,19-4938,19-4938,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-4938_S30_L001-4_R1_001.fastq.gz,1,SB0140,19-4938,1,
91,19-5155,19-5155,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5155_S11_L001-4_R2_001.fastq.gz,1,SB0978,19-5155,8,
92,19-5162,19-5162,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5162_S16_L001-4_R1_001.fastq.gz,1,SB0980,19-5162,4,Monaghan-1
93,19-5221,19-5221,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5221_S90_L001-4_R1_001.fastq.gz,1,SB0142,19-5221,6,Monaghan-3
94,19-5222,19-5222,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5222_S52_L001-4_R1_001.fastq.gz,1,SB0142,19-5222,6,Monaghan-3
95,19-5224,19-5224,Monaghan,,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5224_S37_L001-4_R2_001.fastq.gz,1,SB0142,19-5224,6,Monaghan-3
96,19-5663,19-5663,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5663_S69_L001-4_R2_001.fastq.gz,1,SB0142,19-5663,6,Monaghan-3
97,19-5771,19-5771,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5771_S27_L001-4_R1_001.fastq.gz,1,SB0140,19-5771,3,Monaghan-2
98,19-5777,19-5777,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5777_S17_L001-4_R2_001.fastq.gz,1,SB0140,19-5777,3,Monaghan-2
99,19-578,19-578,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-578_S71_L001-4_R1_001.fastq.gz,1,SB0140,19-578,3,Monaghan-2
100,19-5969,19-5969,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-5969_S70_L001-4_R1_001.fastq.gz,1,SB0140,19-5969,3,Monaghan-2
101,19-598,19-598,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-598_S95_L001-4_R1_001.fastq.gz,1,SB0140,19-598,3,Monaghan-2
102,19-6107,19-6107,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6107_S79_L001-4_R1_001.fastq.gz,1,SB0142,19-6107,6,Monaghan-3
103,19-6108,19-6108,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6108_S62_L001-4_R1_001.fastq.gz,1,SB0980,19-6108,4,Monaghan-1
104,19-6246,19-6246,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6246_S45_L001-4_R2_001.fastq.gz,1,SB0140,19-6246,3,Monaghan-2
105,19-6276,19-6276,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6276_S18_L001-4_R2_001.fastq.gz,1,,19-6276,8,
106,19-6277,19-6277,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6277_S32_L001-4_R1_001.fastq.gz,1,SB0140,19-6277,4,Monaghan-1
107,19-6311,19-6311,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6311_S82_L001-4_R2_001.fastq.gz,1,SB0980,19-6311,4,Monaghan-1
108,19-6317,19-6317,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6317_S60_L001-4_R2_001.fastq.gz,1,SB0142,19-6317,6,Monaghan-3
109,19-6321,19-6321,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6321_S38_L001-4_R1_001.fastq.gz,1,SB0142,19-6321,6,Monaghan-3
110,19-6357,19-6357,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6357_S53_L001-4_R1_001.fastq.gz,1,SB0142,19-6357,6,Monaghan-3
111,19-6359,19-6359,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6359_S76_L001-4_R2_001.fastq.gz,1,SB0140,19-6359,3,Monaghan-2
112,19-6360,19-6360,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6360_S75_L001-4_R1_001.fastq.gz,1,SB0140,19-6360,3,Monaghan-2
113,19-6468,19-6468,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6468_S67_L001-4_R1_001.fastq.gz,1,SB0142,19-6468,6,Monaghan-3
114,19-65,19-65,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-65_S93_L001-4_R2_001.fastq.gz,1,SB0140,19-65,3,Monaghan-2
115,19-6656,19-6656,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6656_S44_L001-4_R1_001.fastq.gz,1,SB0142,19-6656,6,Monaghan-3
116,19-6784,19-6784,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6784_S87_L001-4_R2_001.fastq.gz,1,SB0140,19-6784,3,Monaghan-2
117,19-6793,19-6793,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6793_S6_L001-4_R1_001.fastq.gz,1,SB0980,19-6793,4,Monaghan-1
118,19-6796,19-6796,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6796_S34_L001-4_R2_001.fastq.gz,1,SB0142,19-6796,6,Monaghan-3
119,19-6908,19-6908,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-6908_S9_L001-4_R2_001.fastq.gz,1,SB0140,19-6908,3,Monaghan-2
120,19-7190,19-7190,Monaghan,Badger,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7190_S21_L001-4_R2_001.fastq.gz,1,SB0142,19-7190,6,Monaghan-3
121,19-7209,19-7209,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7209_S13_L001-4_R1_001.fastq.gz,1,SB0140,19-7209,3,Monaghan-2
122,19-7319,19-7319,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7319_S58_L001-4_R2_001.fastq.gz,1,SB0142,19-7319,6,Monaghan-3
123,19-7323,19-7323,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7323_S46_L001-4_R2_001.fastq.gz,1,SB0140,19-7323,3,Monaghan-2
124,19-7328,19-7328,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7328_S7_L001-4_R2_001.fastq.gz,1,SB0140,19-7328,3,Monaghan-2
125,19-7348,19-7348,Monaghan,Cow,/storage/btbgenie/mbovis_ireland/Monaghan/Fastqs_16-12-19/19-7348_S43_L001-4_R2_001.fastq.gz,1,SB0980,19-7348,4,Monaghan-1
